scenario,seed,mean_return,daily_volatility,return_acf_1,maximum_absolute_return_acf_1_20,mean_absolute_return_acf_1_20,absolute_return_acf_1,absolute_return_acf_5,absolute_return_acf_20,absolute_return_acf_50,excess_kurtosis,volume_absolute_return_correlation,volume_acf_1,order_flow_imbalance_acf_1,order_flow_imbalance_return_correlation,mean_spread_bps,mean_depth,three_sigma_tail_fraction,mean_absolute_log_price_gap,maximum_drawdown,bubble_day_fraction,crash_day_fraction,strategy_turnover,final_wealth_gini,price_cap_hits,maximum_cash_relative_error,maximum_share_relative_error
full,20260801,0.0002685433298502167,0.01748583668012612,-0.23545208866681436,0.23545208866681436,0.0553144827567677,0.22050507574261996,0.10197662535974614,-0.0029424240948265293,0.04700036912465711,1.421183678055761,0.28077438248762876,0.9434241951327936,0.8262068470535876,0.19733973855601789,8.78462624447924,10460.122749472332,0.007,0.06804017161749643,0.31223964216860234,0.146,0.003,0.0,0.03506488857115331,0.0,1.8965114246715198e-15,6.614506921984932e-16
full,20260802,0.0005137793152559071,0.012508019601854386,-0.07450627394952405,0.07450627394952405,0.03161241897991226,0.030417286132080303,0.033296521986698115,0.028704746137105108,0.012099909009760473,-0.05310983653156853,0.0667226187460802,0.9664491029706412,0.807684287126295,0.2036389703925283,7.496688283675936,11925.14388719394,0.003,0.058542999291924254,0.17755091271636325,0.0,0.0,0.0,0.029213006373589367,0.0,9.482557123357599e-16,7.937408306381919e-16
full,20260803,0.0010676547502703989,0.014673881943014395,-0.20960549552442667,0.20960549552442667,0.04431575418249714,0.13504669707527972,0.20042828530033904,0.11245520727579239,0.07127709712636146,0.7915340871647571,0.2937376541702892,0.976576871278724,0.7302843064297193,0.26644283272457986,7.758292993317938,11804.894781347504,0.009,0.03180793219088346,0.17128367794517674,0.0,0.002,0.0,0.02638064306147836,0.0,1.625581221147017e-15,1.5874816612763839e-15
full,20260804,0.0003938879977952565,0.01848418816736103,-0.41509942170499536,0.41509942170499536,0.055770873405238154,0.3646860407588313,0.1258285981839728,0.10589684358886783,0.08178123805880376,2.3018017794614414,0.3825387021613029,0.9436582886983429,0.6702547402809806,0.34535029549379653,8.604768804649954,10742.947540729201,0.015,0.05016197671065818,0.28009215213762273,0.0,0.011,0.0,0.041311438088121655,0.0,1.2191859158602628e-15,1.7197717997160825e-15
full,20260805,0.0004145258524102875,0.01313607481733783,-0.14449277477693495,0.14449277477693495,0.027513532401269823,0.10690866726232295,0.019149323169761825,0.029355378616442575,0.017315095623804344,0.8530854276315538,0.17917811972294403,0.9731533880393072,0.8245628628869482,0.1670466981818307,7.453821519030384,12065.829623683367,0.008,0.059042239572463066,0.20633392435008446,0.0,0.002,0.0,0.025093889028407368,0.0,1.2191859158602628e-15,1.98435207659548e-15
no_direct_news,20260801,4.2360707938220443e-05,0.00634226824468944,0.3244033207800353,0.3244033207800353,0.0793315531260688,0.13701123706375307,0.0083307266540033,0.025390773462424108,-0.07099663427597111,0.5633142436322727,0.06849367066214271,0.934451046504297,0.9475090932742628,0.10335690226900117,5.25129969353587,15961.339908244558,0.007,0.12132145651624913,0.09380724964713094,0.137,0.0,0.0,0.057085928532109254,0.0,1.7610463229092685e-15,2.645802768793973e-15
no_direct_news,20260802,1.3710978905562498e-05,0.0065888685579321045,0.3770103875290006,0.3770103875290006,0.08095728183533105,0.11084158177188229,-0.04714948424087224,0.015242318387978302,0.018654575638622585,0.5306403304310896,0.05031864477774952,0.923997447722502,0.949401051959621,0.09642972366956547,5.254640011169007,15971.426687084222,0.009,0.6923389345870979,0.09472363261110184,0.0,0.0,0.0,0.07199452402235318,0.0,1.4901161193847656e-15,1.7197717997160825e-15
no_direct_news,20260803,2.5591488616042212e-05,0.006857248974702178,0.3855088357776763,0.3855088357776763,0.07688269041723364,0.20018375262170016,0.054454383518286,0.0077634748389969485,0.010941123827816698,0.3988435157718815,0.07412772657185945,0.9326130782974993,0.9476437071764802,0.1034540777861213,5.2858892573766925,15913.708296152987,0.004,0.5418058827770946,0.10977770721464464,0.0,0.0,0.0,0.06481727443220464,0.0,2.0319765264337714e-15,1.98435207659548e-15
no_direct_news,20260804,-2.643981232121817e-05,0.007274742716502991,0.31610516942758377,0.31610516942758377,0.08603630700997095,0.17196833529894548,0.00674581809773279,-0.02989066778446268,0.0032103031544484456,0.5947248763994599,0.058130309987945765,0.9353692539852398,0.9457532853955604,0.10315018059141273,5.306780466684203,15893.45924860385,0.006,0.33409769639020725,0.11844135321805482,0.0,0.0,0.0,0.07379032967161692,0.0,1.8965114246715198e-15,2.248932353474877e-15
no_direct_news,20260805,-2.1348298686750588e-05,0.007457986048422445,0.3815390686102328,0.3815390686102328,0.08235068118763618,0.20853441883034682,0.031199374543012682,0.040514178740412785,-0.008648939661128287,0.9381682649512437,0.05662420643539212,0.9283210972604694,0.9491571901281368,0.10051937178189466,5.386991734434408,15692.257383153226,0.009,0.8493237192272522,0.14018878901441,0.0,0.0,0.0,0.06954799733708494,0.0,1.2191859158602628e-15,1.98435207659548e-15
