scenario,seed,mean_return,daily_volatility,return_acf_1,maximum_absolute_return_acf_1_20,mean_absolute_return_acf_1_20,absolute_return_acf_1,absolute_return_acf_5,absolute_return_acf_20,absolute_return_acf_50,excess_kurtosis,volume_absolute_return_correlation,volume_acf_1,order_flow_imbalance_acf_1,order_flow_imbalance_return_correlation,mean_spread_bps,mean_depth,three_sigma_tail_fraction,mean_absolute_log_price_gap,maximum_drawdown,bubble_day_fraction,crash_day_fraction,strategy_turnover,final_wealth_gini,price_cap_hits,maximum_cash_relative_error,maximum_share_relative_error,return_skewness,leverage_correlation,learning_fitness_alignment
concentrated_wealth,20261247,-1.2318176370261469e-05,0.013216972566894797,-0.07003052664153804,0.07003052664153804,0.016574521290758648,0.09662279080232127,0.05774904430993281,0.025045497521714536,0.022592792401477473,0.42032975444680654,0.21252462514631493,0.8722517544016813,0.42326328247313827,0.3667830821339833,6.6928533377781845,13481.547885285145,0.0056,0.011111711663909568,0.552074723299752,0.0,0.0,0.0,0.5265993229510435,0.0,1.4901161193847656e-15,4.365574568510055e-15,0.037572526464800034,-0.03059309866366901,1.0
concentrated_wealth,20261248,0.00037876125182156526,0.012689061240057534,-0.026248015033596743,0.06538511140719605,0.023798507718898628,0.0878343699898594,0.06929152299843036,0.011310150612417313,-0.0022955699539903905,0.44594606618178023,0.2167735667242969,0.9139673349347445,0.5298948163896833,0.2325587071109718,6.579299959286159,13630.727826728547,0.0048,0.08620754152023474,0.4217989641466482,0.0,0.0004,0.0,0.5226378937693101,0.0,2.4383718317205256e-15,1.8520619381557813e-15,-0.00048512264990401943,-0.0026393912239183834,1.0
concentrated_wealth,20261249,0.0003545698156542997,0.012064026740880153,-0.042142782009940184,0.042142782009940184,0.01883288760646991,0.015523859218040307,0.036570776507243254,-0.010905157892091472,0.011663194683191686,-0.015140922389639044,0.09188467120861286,0.8722070148147476,0.432322734533339,0.21685167765439514,6.543396487580082,13573.782424028432,0.0028,0.08876062585390625,0.28361050848930425,0.0,0.0,0.0,0.5208246494442326,0.0,2.302906729958274e-15,3.5718337378718635e-15,-0.054495483503393255,-0.03117924055260633,1.0
concentrated_wealth,20261250,0.0006225563367855547,0.011807355059604108,0.013730684899135207,0.04087100585849843,0.01794599882634341,0.0023290207680395753,0.012446683798755728,-0.034212994266723584,0.0007084935077959041,0.00399445101600282,0.01896369464909032,0.9392012939360288,0.6898077482208324,0.11361756975133365,6.538120348634562,13539.473198630652,0.0036,0.1261871369284875,0.24723696005257068,0.0,0.0,0.0,0.5290738836150009,0.0,1.625581221147017e-15,2.1166422150351785e-15,0.02278806618217057,-0.008940980299882103,1.0
concentrated_wealth,20261251,0.00037701315834986636,0.02738493746432447,0.07489005388099973,0.19874731022232678,0.06001401541934213,0.4474043055936088,0.36479900792968156,0.21024715962482618,0.025085224883367157,20.57248910038883,0.5873795839608574,0.9289779382148781,0.5036995894026469,0.43803431971940054,7.036131617394892,14083.462234811857,0.0184,0.09943468497168285,0.6407375976717585,0.5664,0.0244,0.0,0.5715937775944926,1.0,2.573836933482777e-15,3.5718337378718635e-15,0.5906471545820102,-0.04049791937824051,1.0
concentrated_wealth,20261252,0.0002136416347367728,0.014604059570468684,-0.0005252659351847153,0.06277707170120173,0.01869269329274106,0.05319110252060664,0.05827420599233937,0.026515251276782812,-0.016552788343753226,0.8309625126687266,0.21999785781549622,0.8156570012606845,0.4379938750607915,0.40612973229932814,6.701617765055033,13585.309339391992,0.0052,0.042865519989984883,0.36789474521594656,0.0,0.0012,0.0,0.5529278069323387,0.0,4.470348358154297e-15,3.439543599432165e-15,0.14099216778071097,-0.036041497230649235,1.0
concentrated_wealth,20261253,0.00015028869371764414,0.015095169631929042,-0.03723875279308766,0.052331780254150126,0.024517609862628534,0.09175411858168554,0.1254046917484687,0.034225854964986,-0.0024156935529901086,1.7946686075433584,0.28647631059369044,0.8825705176126882,0.41979124285815717,0.4311226462360204,6.749596325730227,13553.145873642778,0.0056,0.02609923853880805,0.3999969769393701,0.0,0.0012,0.0,0.5394254588093144,0.0,4.605813459916548e-15,2.248932353474877e-15,-0.022067614861562935,0.009762872402107303,1.0
concentrated_wealth,20261254,0.0002058770933393518,0.01682811935786479,-0.03247930844669295,0.09483068630141303,0.02364639335267246,0.14793520771954827,0.1703124078294711,0.042366894045078186,-0.004804440263580829,1.4638662878263098,0.30515212524539514,0.7906673126303898,0.4165911259167114,0.49760840592364325,6.80337105871514,13690.062316499072,0.008,0.015294246164454734,0.4459856659654907,0.0,0.0044,0.0,0.5507564826553482,0.0,2.0319765264337714e-15,1.4551915228366853e-15,0.04646152331136162,-0.00449267490770108,1.0
concentrated_wealth,20261255,0.0004004114052783375,0.012895117398303102,0.0054941812400605,0.06334132574052925,0.018257110240868797,0.10972993482174176,0.10020723095430957,0.041585227266574265,-0.024797083142004735,0.7119200240205341,0.27035662880119876,0.9438353831120668,0.476944381206486,0.23697990066576377,6.623393272843656,13550.779655744147,0.0076,0.05910740183793216,0.26559472561455577,0.0,0.0012,0.0,0.5173412143104743,0.0,2.4383718317205256e-15,3.7041238763115625e-15,-0.01249842008744906,0.05204592136772772,1.0
concentrated_wealth,20261256,0.0009033984211943448,0.011495472792309317,0.012469284429090753,0.046584835265970986,0.018289866260831875,-0.005535156039295238,-0.00541910794029341,0.01432105224990439,0.03165146004041077,-0.012526654937125237,0.0794616590744601,0.9517839629832181,0.7173700959739241,0.09284413526452504,6.5117007639501985,13553.263579638367,0.0028,0.17239983166908102,0.23364612254366213,0.0,0.0,0.0,0.5117096979462428,0.0,6.908720189874823e-15,3.042673184113069e-15,0.0065898325150031585,-0.03120614007790677,1.0
