scenario,seed,mean_return,daily_volatility,return_acf_1,absolute_return_acf_1,excess_kurtosis,volume_absolute_return_correlation,mean_absolute_log_price_gap,maximum_drawdown,bubble_day_fraction,crash_day_fraction,strategy_turnover,final_wealth_gini,price_cap_hits,maximum_cash_relative_error,maximum_share_relative_error
trend_only,20260902,-0.0002328532602438962,0.0006389824289397008,0.13580748785667088,0.05072382370732902,-0.37875824643512246,0.9478602219242224,0.07343044801723102,0.05655132584120315,0.00398406374501992,0.0,0.0,0.00010573465692576,0.0,4.0639530528675426e-16,6.614506921984932e-16
trend_only,20260903,-8.80622439663128e-05,0.0006570146735137305,0.2464947549807429,0.18480967161813555,-0.024694045638725015,0.9408302758545884,0.058210368346993724,0.03658241957386443,0.0,0.0,0.0,4.6216903726747915e-05,0.0,5.418604070490057e-16,3.9687041531909596e-16
trend_only,20260904,-0.00012944483649806316,0.0006003065526039758,0.0752470754768155,0.039399023491069274,-0.3868609504665681,0.9445654090616006,0.045992417416785836,0.042003023188643906,0.06772908366533864,0.0,0.0,3.296753734938207e-05,0.0,5.418604070490057e-16,6.614506921984932e-16
trend_only,20260905,-7.36849562165105e-05,0.0006919694425802288,0.1887665310129376,-0.05404496835719606,0.2269562686650155,0.9525247410849984,0.04627105557915466,0.04342569891445813,0.0,0.0,0.0,7.833086306496817e-05,0.0,2.7093020352450284e-16,6.614506921984932e-16
trend_only,20260906,-0.0001293170803397743,0.0006416211656928765,-0.024022200462204137,0.014779050408706832,-0.39228506450090883,0.9476776060397288,0.08070710724339261,0.031982490391549545,0.0,0.0,0.0,5.4830485516355054e-05,0.0,5.418604070490057e-16,5.291605537587946e-16
trend_only,20260907,-1.6011723552086464e-05,0.0005824683807402823,0.10487875985167458,-0.02499859149650672,-0.39415937848912286,0.9379934725610739,0.03601831419169521,0.02336482081026814,0.03187250996015936,0.0,0.0,3.358145264642509e-05,0.0,8.127906105735085e-16,5.291605537587946e-16
trend_only,20260908,0.00013778841028021916,0.0005846281660233283,0.14727106361068093,0.017755987184260087,0.04753911012684009,0.9391407780576148,0.21957022768351184,0.018484424512943964,0.8565737051792829,0.0,0.0,5.601970959112634e-05,0.0,5.418604070490057e-16,5.291605537587946e-16
trend_only,20260909,0.00011085339034450926,0.0006138287087052232,0.01886941209897433,0.016851062289054884,0.6847264171843745,0.939063017774982,0.030927464921140433,0.013768037630643382,0.0,0.0,0.0,3.3264764972340544e-05,0.0,6.773255088112571e-16,7.937408306381919e-16
trend_only,20260910,7.255738335359751e-05,0.0005676432043033927,0.09087275461153801,-0.03127626582155504,0.5777071915907017,0.9270447184136023,0.09992300993361569,0.00936135436675356,0.0,0.0,0.0,1.5475991965274716e-05,0.0,4.0639530528675426e-16,9.260309690778906e-16
trend_only,20260911,0.0002449087553715188,0.0006204277901385792,0.16444171961450565,-0.01931422658851575,0.04771806914780097,0.9493421524811859,0.0852272838315599,0.014519390281425903,0.0,0.0,0.0,0.00012062941071300237,0.0,4.0639530528675426e-16,5.291605537587946e-16
trend_only,20260912,0.00016930442759938556,0.0006100376105885651,0.17493609090376877,0.006664299667841149,-0.1900080797310948,0.9396437985803938,0.04302350785532254,0.0059823245355369314,0.0,0.0,0.0,4.761607211678509e-05,0.0,9.482557123357599e-16,1.0583211075175892e-15
trend_only,20260913,0.00012034912020096655,0.0005658609272041072,0.0033360045950193216,-0.03859262493718617,0.40057173912893074,0.9354093665637586,0.09863826262437073,0.008172471591454289,0.0,0.0,0.0,6.025565418577017e-05,0.0,1.3546510176225143e-15,7.937408306381919e-16
trend_only,20260914,3.4170429360464994e-05,0.000613292136665702,0.1487152033220802,-0.0465697393676962,0.05092999277407406,0.9347350801833584,0.09757873264086835,0.013221841149311575,0.0,0.0,0.0,2.11633608726558e-05,0.0,8.127906105735085e-16,2.645802768793973e-16
trend_only,20260915,-0.00017920365060759735,0.0005689670772109232,0.0717467210922279,-0.058285349769294,0.004629852860727368,0.9372206777265727,0.10246793797260757,0.04381217221634426,0.5258964143426295,0.0,0.0,6.694091870951269e-05,0.0,8.127906105735085e-16,7.937408306381919e-16
trend_only,20260916,0.0002247983617356404,0.0005782747144177966,0.24004151604037868,0.05801260853063615,0.4044533401352619,0.9498390502874879,0.043034163116405136,0.012935941153498609,0.043824701195219126,0.0,0.0,6.878758130124396e-05,0.0,5.418604070490057e-16,5.291605537587946e-16
trend_only,20260917,-0.00013520376133817181,0.0005900546821253015,0.08221991448516594,0.07624360579032598,0.08271506940612783,0.9440472556498769,0.05447072115826692,0.03330545463198964,0.15139442231075698,0.0,0.0,3.0471148349198174e-05,0.0,6.773255088112571e-16,5.291605537587946e-16
trend_only,20260918,-6.238762675435439e-05,0.0006022289525261128,0.14844127520176842,0.03920480316019025,-0.3034637827997706,0.9350027740101969,0.18076758602663182,0.03566684002865583,0.0,0.0,0.0,5.3698447457506404e-05,0.0,8.127906105735085e-16,5.291605537587946e-16
trend_only,20260919,-0.00011574644758411879,0.0005622136196930541,-0.05025672749900457,-0.029486620637363174,-0.19948862384820432,0.9319598999709557,0.042414185551842676,0.03713959469680139,0.0,0.0,0.0,5.235978484408044e-05,0.0,5.418604070490057e-16,5.291605537587946e-16
trend_only,20260920,0.00023678388474136726,0.0006788746157611144,0.08858811745585289,-0.055963888611664986,-0.1164094396604578,0.9512415719309723,0.048029586954225365,0.005264719096589987,0.10756972111553785,0.0,0.0,0.00011311263096902557,0.0,5.418604070490057e-16,9.260309690778906e-16
trend_only,20260921,0.00010407184358097154,0.0006161315025458385,0.25424846705852017,-0.09187861639035952,0.2101630388695268,0.9444583209933726,0.14622382634757686,0.01872562166745506,0.0,0.0,0.0,4.122431249453662e-05,0.0,1.2191859158602628e-15,6.614506921984932e-16
trend_only,20260922,0.00024381563209164626,0.0005410569636124005,0.10251392094411106,0.10168263039757988,-0.5029134150413319,0.9419937715173382,0.1091907275809698,0.0026534604417949303,0.043824701195219126,0.0,0.0,8.883655567171189e-05,0.0,6.773255088112571e-16,7.937408306381919e-16
trend_only,20260923,0.00015332102533206182,0.0006380378750743306,0.2565335503570544,0.04812404329693963,0.17179235304342821,0.9441195190049518,0.09021958753782541,0.013185309439322501,0.0,0.0,0.0,7.997980787100012e-05,0.0,1.0837208140980114e-15,1.0583211075175892e-15
trend_only,20260924,7.293075833117513e-05,0.0006132408343911546,0.19150129880893127,-0.017298674020041212,0.08874178548315115,0.9393955264688482,0.1509590856274233,0.012567136548318092,0.0,0.0,0.0,5.460256329747892e-05,0.0,5.418604070490057e-16,3.9687041531909596e-16
trend_only,20260925,-0.0003521865419463097,0.000694910882570999,0.3598709695048666,0.2771961474513591,0.3448692548844212,0.9574041576416766,0.18907432369744936,0.08648619554305592,0.0,0.0,0.0,0.00016007647470872577,0.0,9.482557123357599e-16,5.291605537587946e-16
trend_only,20260926,-0.0003717803636799921,0.0006909031163834785,0.12098629961328196,0.0475417216191393,-0.25293447300097815,0.9575159432372204,0.14287366484043965,0.09133440926309744,0.0,0.0,0.0,0.0001452539748640902,0.0,5.418604070490057e-16,3.9687041531909596e-16
